CHNL_CD	CUST_CD	PD_CD	PD_NM	DT	SALES	AMT	DC	STORE_PRICE
SELL-OUT	A	300	바	20170101	3,501,930	1,760	0	1990
SELL-OUT	A	300	바	20170102	2,719,940	1,365	0	1993
SELL-OUT	A	300	바	20170103	2,885,360	1,449	0	1991
SELL-OUT	A	300	바	20170104	2,962,900	1,489	0	1990
SELL-OUT	A	300	바	20170105	2,957,150	1,486	0	1990
SELL-OUT	A	300	바	20170106	3,163,860	1,588	0	1992
SELL-OUT	A	300	바	20170107	3,104,438	1,558	0	1993
SELL-OUT	A	300	바	20170108	3,094,572	1,555	0	1990
SELL-OUT	A	300	바	20170109	3,039,322	1,527	0	1990
SELL-OUT	A	300	바	20170110	2,861,022	1,437	0	1991
SELL-OUT	A	300	바	20170111	2,971,270	1,491	0	1993
SELL-OUT	A	300	바	20170112	3,223,968	1,621	0	1989
SELL-OUT	A	300	바	20170113	3,644,220	1,833	0	1988
SELL-OUT	A	300	바	20170114	3,357,034	1,691	0	1985
SELL-OUT	A	300	바	20170115	3,262,366	1,637	0	1993
SELL-OUT	A	300	바	20170116	3,149,010	1,581	0	1992
SELL-OUT	A	300	바	20170117	3,167,372	1,588	0	1995
SELL-OUT	A	300	바	20170118	3,164,412	1,588	0	1993
SELL-OUT	A	300	바	20170119	3,339,108	1,680	0	1988
SELL-OUT	A	300	바	20170120	3,444,792	1,729	0	1992
SELL-OUT	A	300	바	20170121	3,683,608	1,848	0	1993
SELL-OUT	A	300	바	20170122	3,741,340	1,880	0	1990
SELL-OUT	A	300	바	20170123	3,274,038	1,643	0	1993
SELL-OUT	A	300	바	20170124	3,326,332	1,671	0	1991
SELL-OUT	A	300	바	20170125	3,313,748	1,664	0	1991
SELL-OUT	A	300	바	20170126	3,440,400	1,729	0	1990
SELL-OUT	A	300	바	20170127	3,604,086	1,812	0	1989
SELL-OUT	A	300	바	20170128	3,965,452	1,995	0	1988
SELL-OUT	A	300	바	20170129	3,608,620	1,812	0	1992
SELL-OUT	A	300	바	20170130	3,220,356	1,619	0	1989
SELL-OUT	A	300	바	20170131	3,310,228	1,661	0	1993
SELL-OUT	A	300	바	20170201	4,216,330	2,123	33.3	2647
SELL-OUT	A	300	바	20170202	4,242,902	2,131	33.3	2654
SELL-OUT	A	300	바	20170203	4,533,914	2,278	33.3	2653
SELL-OUT	A	300	바	20170204	4,574,864	2,299	33.3	2653
SELL-OUT	A	300	바	20170205	4,114,742	2,074	33.3	2645
SELL-OUT	A	300	바	20170206	4,562,160	2,312	33.3	2630
SELL-OUT	A	300	바	20170207	4,572,538	2,297	33.3	2654
SELL-OUT	A	300	바	20170208	5,635,316	2,853	33.3	2633
SELL-OUT	A	300	바	20170209	5,843,768	2,981	33.3	2613
SELL-OUT	A	300	바	20170210	5,868,978	2,952	33.3	2650
SELL-OUT	A	300	바	20170211	6,793,230	3,416	33.3	2651
SELL-OUT	A	300	바	20170212	7,911,178	3,983	33.3	2647
SELL-OUT	A	300	바	20170213	14,242,312	7,172	33.3	2647
SELL-OUT	A	300	바	20170214	35,101,398	17,704	33.3	2643
SELL-OUT	A	300	바	20170215	8,203,896	4,130	33.3	2647
SELL-OUT	A	300	바	20170216	4,863,652	2,444	33.3	2653
SELL-OUT	A	300	바	20170217	4,607,186	2,314	33.3	2654
SELL-OUT	A	300	바	20170218	4,820,104	2,421	33.3	2654
SELL-OUT	A	300	바	20170219	4,356,824	2,190	33.3	2651
SELL-OUT	A	300	바	20170220	4,035,178	2,027	33.3	2654
SELL-OUT	A	300	바	20170221	3,986,738	2,006	33.3	2649
SELL-OUT	A	300	바	20170222	4,134,760	2,078	33.3	2653
SELL-OUT	A	300	바	20170223	4,159,568	2,088	33.3	2655
SELL-OUT	A	300	바	20170224	4,475,604	2,255	33.3	2646
SELL-OUT	A	300	바	20170225	4,564,994	2,292	33.3	2655
SELL-OUT	A	300	바	20170226	4,584,586	2,304	33.3	2653
SELL-OUT	A	300	바	20170227	3,685,414	1,854	33.3	2650
SELL-OUT	A	300	바	20170228	3,880,700	1,954	33.3	2647
SELL-OUT	A	300	바	20170301	3,898,164	1,959	33.3	2653
SELL-OUT	A	300	바	20170302	3,768,408	1,893	33.3	2654
SELL-OUT	A	300	바	20170303	4,052,912	2,039	33.3	2650
SELL-OUT	A	300	바	20170304	4,677,984	2,375	33.3	2626
SELL-OUT	A	300	바	20170305	3,872,092	1,946	33.3	2653
SELL-OUT	A	300	바	20170306	3,740,690	1,879	33.3	2654
SELL-OUT	A	300	바	20170307	4,221,436	2,124	33.3	2649
SELL-OUT	A	300	바	20170308	4,532,466	2,282	33.3	2647
SELL-OUT	A	300	바	20170309	4,889,282	2,490	33.3	2618
SELL-OUT	A	300	바	20170310	4,895,584	2,482	33.3	2629
SELL-OUT	A	300	바	20170311	5,024,628	2,524	33.3	2654
SELL-OUT	A	300	바	20170312	5,085,710	2,553	33.3	2655
SELL-OUT	A	300	바	20170313	6,946,454	3,500	33.3	2646
SELL-OUT	A	300	바	20170314	16,395,616	8,248	33.3	2650
SELL-OUT	A	300	바	20170315	5,534,302	2,781	33.3	2653
SELL-OUT	A	300	바	20170316	4,410,080	2,218	33.3	2650
SELL-OUT	A	300	바	20170317	4,359,274	2,192	33.3	2651
SELL-OUT	A	300	바	20170318	4,515,656	2,269	33.3	2653
SELL-OUT	A	300	바	20170319	3,960,196	1,990	33.3	2653
SELL-OUT	A	300	바	20170320	3,776,246	1,903	33.3	2645
SELL-OUT	A	300	바	20170321	4,243,398	2,135	33.3	2650
SELL-OUT	A	300	바	20170322	4,229,572	2,128	33.3	2650
SELL-OUT	A	300	바	20170323	4,247,636	2,137	33.3	2650
SELL-OUT	A	300	바	20170324	4,208,076	2,118	33.3	2649
SELL-OUT	A	300	바	20170325	4,695,090	2,363	33.3	2649
SELL-OUT	A	300	바	20170326	4,596,116	2,313	33.3	2649
SELL-OUT	A	300	바	20170327	4,052,700	2,040	33.3	2649
SELL-OUT	A	300	바	20170328	4,366,586	2,200	33.3	2646
SELL-OUT	A	300	바	20170329	4,320,578	2,175	33.3	2647
SELL-OUT	A	300	바	20170330	4,078,692	2,050	33.3	2653
SELL-OUT	A	300	바	20170331	4,776,546	2,404	33.3	2649
SELL-OUT	A	300	바	20170401	3,993,898	2,005	0	1992
SELL-OUT	A	300	바	20170402	3,704,990	1,860	0	1992
SELL-OUT	A	300	바	20170403	3,162,146	1,589	0	1990
SELL-OUT	A	300	바	20170404	3,129,796	1,574	0	1988
SELL-OUT	A	300	바	20170405	3,210,840	1,617	0	1986
SELL-OUT	A	300	바	20170406	3,431,294	1,729	0	1985
SELL-OUT	A	300	바	20170407	3,556,866	1,787	0	1990
SELL-OUT	A	300	바	20170408	3,684,852	1,853	0	1989
SELL-OUT	A	300	바	20170409	3,668,716	1,842	0	1992
SELL-OUT	A	300	바	20170410	3,075,880	1,551	0	1983
SELL-OUT	A	300	바	20170411	3,232,830	1,633	0	1980
SELL-OUT	A	300	바	20170412	3,476,582	1,746	0	1991
SELL-OUT	A	300	바	20170413	3,216,656	1,618	0	1988
SELL-OUT	A	300	바	20170414	3,576,388	1,798	0	1989
SELL-OUT	A	300	바	20170415	3,322,138	1,671	0	1988
SELL-OUT	A	300	바	20170416	3,570,440	1,794	0	1990
SELL-OUT	A	300	바	20170417	3,359,190	1,690	0	1988
SELL-OUT	A	300	바	20170418	3,482,764	1,755	0	1984
SELL-OUT	A	300	바	20170419	3,277,724	1,651	0	1985
SELL-OUT	A	300	바	20170420	3,618,512	1,823	0	1985
SELL-OUT	A	300	바	20170421	3,496,926	1,760	0	1987
SELL-OUT	A	300	바	20170422	3,812,750	1,917	0	1989
SELL-OUT	A	300	바	20170423	3,726,068	1,872	0	1990
SELL-OUT	A	300	바	20170424	3,434,768	1,732	0	1983
SELL-OUT	A	300	바	20170425	3,673,386	1,850	0	1986
SELL-OUT	A	300	바	20170426	3,760,596	1,900	0	1979
SELL-OUT	A	300	바	20170427	3,608,470	1,816	0	1987
SELL-OUT	A	300	바	20170428	3,381,080	1,700	0	1989
SELL-OUT	A	300	바	20170429	3,147,160	1,583	0	1988
SELL-OUT	A	300	바	20170430	3,245,904	1,632	0	1989
SELL-OUT	A	300	바	20170501	2,725,424	1,373	0	1985
SELL-OUT	A	300	바	20170502	2,519,910	1,268	0	1987
SELL-OUT	A	300	바	20170503	2,508,332	1,260	0	1991
SELL-OUT	A	300	바	20170504	2,288,534	1,153	0	1985
SELL-OUT	A	300	바	20170505	2,477,542	1,245	0	1990
SELL-OUT	A	300	바	20170506	2,648,568	1,331	0	1990
SELL-OUT	A	300	바	20170507	2,636,618	1,328	0	1985
SELL-OUT	A	300	바	20170508	2,788,590	1,403	0	1988
SELL-OUT	A	300	바	20170509	2,653,566	1,334	0	1989
SELL-OUT	A	300	바	20170510	2,694,710	1,358	0	1984
SELL-OUT	A	300	바	20170511	2,507,004	1,261	0	1988
SELL-OUT	A	300	바	20170512	2,841,946	1,427	0	1992
SELL-OUT	A	300	바	20170513	2,873,838	1,441	0	1994
SELL-OUT	A	300	바	20170514	2,848,982	1,431	0	1991
SELL-OUT	A	300	바	20170515	2,815,390	1,415	0	1990
SELL-OUT	A	300	바	20170516	2,605,958	1,311	0	1988
SELL-OUT	A	300	바	20170517	2,452,170	1,236	0	1984
SELL-OUT	A	300	바	20170518	2,242,638	1,126	0	1992
SELL-OUT	A	300	바	20170519	2,281,370	1,144	0	1994
SELL-OUT	A	300	바	20170520	2,630,760	1,321	0	1991
SELL-OUT	A	300	바	20170521	2,573,050	1,292	0	1992
SELL-OUT	A	300	바	20170522	2,220,700	1,123	0	1977
SELL-OUT	A	300	바	20170523	2,209,006	1,113	0	1985
SELL-OUT	A	300	바	20170524	2,441,418	1,227	0	1990
SELL-OUT	A	300	바	20170525	2,460,992	1,235	0	1993
SELL-OUT	A	300	바	20170526	2,527,928	1,271	0	1989
SELL-OUT	A	300	바	20170527	2,689,772	1,354	0	1987
SELL-OUT	A	300	바	20170528	2,625,442	1,324	0	1983
SELL-OUT	A	300	바	20170529	2,103,170	1,058	0	1988
SELL-OUT	A	300	바	20170530	2,258,982	1,140	0	1982
SELL-OUT	A	300	바	20170531	2,270,190	1,144	0	1984
SELL-OUT	A	300	바	20170601	2,655,126	1,337	0	1986
SELL-OUT	A	300	바	20170602	2,483,804	1,248	0	1990
SELL-OUT	A	300	바	20170603	2,939,418	1,476	0	1991
SELL-OUT	A	300	바	20170604	2,640,384	1,329	0	1987
SELL-OUT	A	300	바	20170605	2,495,874	1,262	0	1978
SELL-OUT	A	300	바	20170606	2,567,272	1,293	0	1986
SELL-OUT	A	300	바	20170607	2,762,430	1,392	0	1985
SELL-OUT	A	300	바	20170608	2,562,142	1,294	0	1980
SELL-OUT	A	300	바	20170609	2,567,618	1,292	0	1987
SELL-OUT	A	300	바	20170610	3,031,022	1,525	0	1988
SELL-OUT	A	300	바	20170611	3,028,732	1,526	0	1985
SELL-OUT	A	300	바	20170612	2,626,148	1,321	0	1988
SELL-OUT	A	300	바	20170613	2,652,506	1,338	0	1982
SELL-OUT	A	300	바	20170614	2,768,664	1,402	0	1975
SELL-OUT	A	300	바	20170615	2,664,886	1,349	0	1975
SELL-OUT	A	300	바	20170616	2,663,244	1,344	0	1982
SELL-OUT	A	300	바	20170617	2,738,088	1,381	0	1983
SELL-OUT	A	300	바	20170618	2,662,364	1,341	0	1985
SELL-OUT	A	300	바	20170619	2,293,834	1,161	0	1976
SELL-OUT	A	300	바	20170620	2,616,624	1,324	0	1976
SELL-OUT	A	300	바	20170621	2,293,036	1,161	0	1975
SELL-OUT	A	300	바	20170622	2,136,140	1,077	0	1983
SELL-OUT	A	300	바	20170623	2,385,136	1,204	0	1981
SELL-OUT	A	300	바	20170624	2,755,334	1,387	0	1987
SELL-OUT	A	300	바	20170625	2,661,902	1,338	0	1989
SELL-OUT	A	300	바	20170626	2,181,992	1,100	0	1984
SELL-OUT	A	300	바	20170627	2,231,280	1,122	0	1989
SELL-OUT	A	300	바	20170628	2,211,320	1,113	0	1987
SELL-OUT	A	300	바	20170629	2,286,280	1,153	0	1983
SELL-OUT	A	300	바	20170630	2,379,282	1,199	0	1984
SELL-OUT	A	300	바	20170701	2,776,528	1,397	0	1987
SELL-OUT	A	300	바	20170702	2,875,334	1,446	0	1988
SELL-OUT	A	300	바	20170703	2,867,298	1,447	0	1982
SELL-OUT	A	300	바	20170704	2,772,978	1,403	0	1976
SELL-OUT	A	300	바	20170705	2,811,380	1,417	0	1984
SELL-OUT	A	300	바	20170706	2,524,952	1,273	0	1983
SELL-OUT	A	300	바	20170707	2,561,518	1,295	0	1978
SELL-OUT	A	300	바	20170708	2,690,520	1,354	0	1987
SELL-OUT	A	300	바	20170709	2,640,424	1,332	0	1982
SELL-OUT	A	300	바	20170710	2,697,630	1,364	0	1978
SELL-OUT	A	300	바	20170711	2,482,776	1,255	0	1978
SELL-OUT	A	300	바	20170712	2,212,788	1,126	0	1965
SELL-OUT	A	300	바	20170713	2,117,088	1,075	0	1969
SELL-OUT	A	300	바	20170714	2,318,676	1,172	0	1978
SELL-OUT	A	300	바	20170715	2,821,378	1,426	0	1979
SELL-OUT	A	300	바	20170716	2,518,178	1,273	0	1978
SELL-OUT	A	300	바	20170717	2,373,802	1,206	0	1968
SELL-OUT	A	300	바	20170718	2,419,694	1,241	0	1950
SELL-OUT	A	300	바	20170719	2,263,124	1,155	0	1959
SELL-OUT	A	300	바	20170720	2,198,532	1,129	0	1947
SELL-OUT	A	300	바	20170721	2,229,790	1,151	0	1937
SELL-OUT	A	300	바	20170722	2,324,798	1,195	0	1945
SELL-OUT	A	300	바	20170723	2,451,682	1,247	0	1966
SELL-OUT	A	300	바	20170724	2,534,554	1,304	0	1944
SELL-OUT	A	300	바	20170725	2,437,706	1,261	0	1933
SELL-OUT	A	300	바	20170726	2,418,204	1,266	0	1910
SELL-OUT	A	300	바	20170727	2,382,444	1,244	0	1915
SELL-OUT	A	300	바	20170728	2,747,164	1,402	0	1959
SELL-OUT	A	300	바	20170729	2,807,466	1,435	0	1956
SELL-OUT	A	300	바	20170730	2,507,240	1,278	0	1962
SELL-OUT	A	300	바	20170731	2,777,556	1,433	0	1938
SELL-OUT	A	300	바	20170801	2,534,920	1,291	0	1964
SELL-OUT	A	300	바	20170802	2,370,032	1,193	0	1987
SELL-OUT	A	300	바	20170803	2,383,338	1,206	0	1976
SELL-OUT	A	300	바	20170804	2,361,240	1,193	0	1979
SELL-OUT	A	300	바	20170805	2,267,504	1,146	0	1979
SELL-OUT	A	300	바	20170806	2,352,620	1,188	0	1980
SELL-OUT	A	300	바	20170807	2,240,076	1,134	0	1975
SELL-OUT	A	300	바	20170808	2,343,190	1,192	0	1966
SELL-OUT	A	300	바	20170809	2,529,972	1,280	0	1977
SELL-OUT	A	300	바	20170810	2,616,952	1,324	0	1977
SELL-OUT	A	300	바	20170811	2,562,020	1,291	0	1985
SELL-OUT	A	300	바	20170812	2,608,058	1,313	0	1986
SELL-OUT	A	300	바	20170813	2,911,922	1,466	0	1986
SELL-OUT	A	300	바	20170814	3,092,410	1,563	0	1979
SELL-OUT	A	300	바	20170815	2,842,052	1,437	0	1978
SELL-OUT	A	300	바	20170816	2,896,108	1,466	0	1976
SELL-OUT	A	300	바	20170817	2,833,400	1,436	0	1973
SELL-OUT	A	300	바	20170818	2,988,538	1,505	0	1986
SELL-OUT	A	300	바	20170819	3,323,950	1,672	0	1988
SELL-OUT	A	300	바	20170820	3,515,512	1,773	0	1983
SELL-OUT	A	300	바	20170821	4,313,006	2,185	0	1974
SELL-OUT	A	300	바	20170822	4,436,382	2,242	0	1979
SELL-OUT	A	300	바	20170823	4,190,742	2,117	0	1980
SELL-OUT	A	300	바	20170824	4,025,336	2,037	0	1976
SELL-OUT	A	300	바	20170825	3,728,810	1,880	0	1983
SELL-OUT	A	300	바	20170826	4,267,344	2,150	0	1985
SELL-OUT	A	300	바	20170827	4,867,142	2,462	0	1977
SELL-OUT	A	300	바	20170828	4,203,474	2,130	0	1973
SELL-OUT	A	300	바	20170829	4,338,910	2,195	0	1977
SELL-OUT	A	300	바	20170830	4,304,544	2,182	0	1973
SELL-OUT	A	300	바	20170831	4,039,560	2,038	0	1982
SELL-OUT	A	300	바	20170901	4,121,746	2,083	0	1979
SELL-OUT	A	300	바	20170902	4,281,974	2,153	0	1989
SELL-OUT	A	300	바	20170903	3,910,974	1,971	0	1984
SELL-OUT	A	300	바	20170904	3,780,672	1,916	0	1973
SELL-OUT	A	300	바	20170905	4,505,208	2,279	0	1977
SELL-OUT	A	300	바	20170906	4,489,556	2,264	0	1983
SELL-OUT	A	300	바	20170907	4,151,848	2,099	0	1978
SELL-OUT	A	300	바	20170908	3,885,080	1,956	0	1986
SELL-OUT	A	300	바	20170909	4,140,448	2,083	0	1988
SELL-OUT	A	300	바	20170910	4,641,698	2,346	0	1979
SELL-OUT	A	300	바	20170911	4,768,312	2,404	0	1983
SELL-OUT	A	300	바	20170912	4,636,574	2,342	0	1980
SELL-OUT	A	300	바	20170913	4,552,550	2,301	0	1979
SELL-OUT	A	300	바	20170914	4,214,888	2,128	0	1981
SELL-OUT	A	300	바	20170915	4,512,654	2,281	0	1978
SELL-OUT	A	300	바	20170916	4,882,466	2,460	0	1985
SELL-OUT	A	300	바	20170917	4,832,250	2,436	0	1984
SELL-OUT	A	300	바	20170918	4,310,926	2,178	0	1979
SELL-OUT	A	300	바	20170919	4,335,442	2,192	0	1978
SELL-OUT	A	300	바	20170920	4,480,050	2,263	0	1980
SELL-OUT	A	300	바	20170921	4,534,908	2,289	0	1981
SELL-OUT	A	300	바	20170922	4,336,578	2,189	0	1981
SELL-OUT	A	300	바	20170923	4,599,104	2,318	0	1984
SELL-OUT	A	300	바	20170924	4,913,408	2,478	0	1983
SELL-OUT	A	300	바	20170925	4,817,398	2,429	0	1983
SELL-OUT	A	300	바	20170926	5,001,032	2,520	0	1985
SELL-OUT	A	300	바	20170927	5,147,004	2,598	0	1981
SELL-OUT	A	300	바	20170928	4,970,468	2,506	0	1983
SELL-OUT	A	300	바	20170929	4,961,992	2,505	0	1981
SELL-OUT	A	300	바	20170930	4,880,562	2,458	0	1986
SELL-OUT	A	300	바	20171001	5,663,592	2,850	33.3	2649
SELL-OUT	A	300	바	20171002	5,032,508	2,535	33.3	2646
SELL-OUT	A	300	바	20171003	5,536,690	2,795	33.3	2641
SELL-OUT	A	300	바	20171004	6,168,950	3,109	33.3	2645
SELL-OUT	A	300	바	20171005	5,811,986	2,929	33.3	2645
SELL-OUT	A	300	바	20171006	5,746,756	2,893	33.3	2647
SELL-OUT	A	300	바	20171007	5,382,498	2,712	33.3	2646
SELL-OUT	A	300	바	20171008	5,646,152	2,842	33.3	2649
SELL-OUT	A	300	바	20171009	4,471,266	2,250	33.3	2649
SELL-OUT	A	300	바	20171010	4,868,464	2,459	33.3	2639
SELL-OUT	A	300	바	20171011	5,899,942	2,981	33.3	2638
SELL-OUT	A	300	바	20171012	6,123,318	3,097	33.3	2635
SELL-OUT	A	300	바	20171013	6,156,234	3,103	33.3	2645
SELL-OUT	A	300	바	20171014	6,117,110	3,081	33.3	2646
SELL-OUT	A	300	바	20171015	5,924,510	2,987	33.3	2643
SELL-OUT	A	300	바	20171016	5,819,848	2,941	33.3	2638
SELL-OUT	A	300	바	20171017	6,369,394	3,210	33.3	2645
SELL-OUT	A	300	바	20171018	6,637,512	3,346	33.3	2645
SELL-OUT	A	300	바	20171019	6,304,624	3,181	33.3	2642
SELL-OUT	A	300	바	20171020	5,896,280	2,975	33.3	2642
SELL-OUT	A	300	바	20171021	5,841,908	2,940	33.3	2649
SELL-OUT	A	300	바	20171022	6,210,956	3,132	33.3	2643
SELL-OUT	A	300	바	20171023	5,423,180	2,741	33.3	2638
SELL-OUT	A	300	바	20171024	5,631,912	2,856	33.3	2629
SELL-OUT	A	300	바	20171025	5,588,540	2,818	33.3	2643
SELL-OUT	A	300	바	20171026	5,631,238	2,842	33.3	2641
SELL-OUT	A	300	바	20171027	5,177,824	2,612	33.3	2642
SELL-OUT	A	300	바	20171028	5,588,284	2,808	33.3	2653
SELL-OUT	A	300	바	20171029	5,618,142	2,832	33.3	2645
SELL-OUT	A	300	바	20171030	5,392,022	2,720	33.3	2642
SELL-OUT	A	300	바	20171031	5,602,346	2,823	33.3	2646
SELL-OUT	A	300	바	20171101	4,988,572	2,511	33.3	2649
SELL-OUT	A	300	바	20171102	4,969,132	2,496	33.3	2654
SELL-OUT	A	300	바	20171103	5,064,502	2,552	33.3	2646
SELL-OUT	A	300	바	20171104	5,461,342	2,750	33.3	2647
SELL-OUT	A	300	바	20171105	5,392,972	2,717	33.3	2646
SELL-OUT	A	300	바	20171106	4,600,442	2,323	33.3	2639
SELL-OUT	A	300	바	20171107	4,999,818	2,521	33.3	2643
SELL-OUT	A	300	바	20171108	5,132,722	2,593	33.3	2638
SELL-OUT	A	300	바	20171109	5,508,418	2,776	33.3	2645
SELL-OUT	A	300	바	20171110	6,315,506	3,180	33.3	2647
SELL-OUT	A	300	바	20171111	6,342,232	3,194	33.3	2647
SELL-OUT	A	300	바	20171112	4,738,484	2,381	33.3	2653
SELL-OUT	A	300	바	20171113	4,285,562	2,162	33.3	2642
SELL-OUT	A	300	바	20171114	4,759,480	2,398	33.3	2646
SELL-OUT	A	300	바	20171115	5,312,992	2,676	33.3	2646
SELL-OUT	A	300	바	20171116	4,470,450	2,251	33.3	2647
SELL-OUT	A	300	바	20171117	4,678,566	2,363	33.3	2639
SELL-OUT	A	300	바	20171118	5,286,992	2,659	33.3	2650
SELL-OUT	A	300	바	20171119	5,328,368	2,690	33.3	2641
SELL-OUT	A	300	바	20171120	4,990,272	2,516	33.3	2643
SELL-OUT	A	300	바	20171121	5,140,970	2,597	33.3	2639
SELL-OUT	A	300	바	20171122	5,537,680	2,796	33.3	2641
SELL-OUT	A	300	바	20171123	5,667,614	2,852	33.3	2649
SELL-OUT	A	300	바	20171124	5,479,448	2,771	33.3	2635
SELL-OUT	A	300	바	20171125	5,564,512	2,810	33.3	2639
SELL-OUT	A	300	바	20171126	5,480,622	2,764	33.3	2643
SELL-OUT	A	300	바	20171127	4,909,788	2,473	33.3	2646
SELL-OUT	A	300	바	20171128	5,377,552	2,710	33.3	2645
SELL-OUT	A	300	바	20171129	5,174,332	2,611	33.3	2642
SELL-OUT	A	300	바	20171130	5,442,764	2,740	33.3	2647
SELL-OUT	A	300	바	20171201	4,377,706	2,215	0	1976
SELL-OUT	A	300	바	20171202	4,676,108	2,354	0	1986
SELL-OUT	A	300	바	20171203	4,401,636	2,213	0	1989
SELL-OUT	A	300	바	20171204	4,125,570	2,080	0	1983
SELL-OUT	A	300	바	20171205	4,271,738	2,152	0	1985
SELL-OUT	A	300	바	20171206	4,206,930	2,120	0	1984
SELL-OUT	A	300	바	20171207	4,256,552	2,142	0	1987
SELL-OUT	A	300	바	20171208	4,480,034	2,261	0	1981
SELL-OUT	A	300	바	20171209	4,812,278	2,421	0	1988
SELL-OUT	A	300	바	20171210	5,149,464	2,595	0	1984
SELL-OUT	A	300	바	20171211	4,513,332	2,277	0	1982
SELL-OUT	A	300	바	20171212	4,698,686	2,368	0	1984
SELL-OUT	A	300	바	20171213	4,750,982	2,390	0	1988
SELL-OUT	A	300	바	20171214	4,614,138	2,329	0	1981
SELL-OUT	A	300	바	20171215	4,553,106	2,294	0	1985
SELL-OUT	A	300	바	20171216	4,675,826	2,361	0	1980
SELL-OUT	A	300	바	20171217	4,714,906	2,372	0	1988
SELL-OUT	A	300	바	20171218	4,013,240	2,030	0	1977
SELL-OUT	A	300	바	20171219	4,040,350	2,040	0	1981
SELL-OUT	A	300	바	20171220	4,168,634	2,112	0	1974
SELL-OUT	A	300	바	20171221	4,351,526	2,189	0	1988
SELL-OUT	A	300	바	20171222	4,053,914	2,040	0	1987
SELL-OUT	A	300	바	20171223	4,406,244	2,227	0	1979
SELL-OUT	A	300	바	20171224	4,492,748	2,262	0	1986
SELL-OUT	A	300	바	20171225	4,197,298	2,115	0	1985
SELL-OUT	A	300	바	20171226	3,668,282	1,853	0	1980
SELL-OUT	A	300	바	20171227	4,061,036	2,049	0	1982
SELL-OUT	A	300	바	20171228	4,034,874	2,034	0	1984
SELL-OUT	A	300	바	20171229	4,553,218	2,293	0	1986
SELL-OUT	A	300	바	20171230	4,466,942	2,246	0	1989
SELL-OUT	A	300	바	20171231	4,714,980	2,376	0	1984
SELL-OUT	A	300	바	20180101	4,913,408	2,480	33.3	2641
SELL-OUT	A	300	바	20180102	4,538,602	2,290	33.3	2642
SELL-OUT	A	300	바	20180103	5,246,332	2,667	33.3	2622
SELL-OUT	A	300	바	20180104	5,296,760	2,685	33.3	2630
SELL-OUT	A	300	바	20180105	5,303,988	2,711	33.3	2607
SELL-OUT	A	300	바	20180106	5,404,746	2,745	33.3	2625
SELL-OUT	A	300	바	20180107	5,066,922	2,561	33.3	2637
SELL-OUT	A	300	바	20180108	5,019,436	2,563	33.3	2610
SELL-OUT	A	300	바	20180109	5,384,792	2,743	33.3	2617
SELL-OUT	A	300	바	20180110	5,442,058	2,765	33.3	2623
SELL-OUT	A	300	바	20180111	5,973,444	3,032	33.3	2626
SELL-OUT	A	300	바	20180112	6,080,950	3,079	33.3	2633
SELL-OUT	A	300	바	20180113	5,689,334	2,873	33.3	2639
SELL-OUT	A	300	바	20180114	5,812,196	2,928	33.3	2646
SELL-OUT	A	300	바	20180115	5,249,472	2,653	33.3	2638
SELL-OUT	A	300	바	20180116	5,747,326	2,900	33.3	2642
SELL-OUT	A	300	바	20180117	5,613,956	2,837	33.3	2638
SELL-OUT	A	300	바	20180118	5,870,434	2,968	33.3	2637
SELL-OUT	A	300	바	20180119	5,818,018	2,949	33.3	2630
SELL-OUT	A	300	바	20180120	6,012,162	3,030	33.3	2645
SELL-OUT	A	300	바	20180121	5,804,082	2,932	33.3	2639
SELL-OUT	A	300	바	20180122	5,544,624	2,801	33.3	2639
SELL-OUT	A	300	바	20180123	6,258,604	3,161	33.3	2639
SELL-OUT	A	300	바	20180124	6,274,660	3,170	33.3	2638
SELL-OUT	A	300	바	20180125	6,231,282	3,157	33.3	2631
SELL-OUT	A	300	바	20180126	6,429,904	3,252	33.3	2635
SELL-OUT	A	300	바	20180127	6,179,710	3,124	33.3	2637
SELL-OUT	A	300	바	20180128	6,185,888	3,127	33.3	2637
SELL-OUT	A	300	바	20180129	5,564,128	2,817	33.3	2633
SELL-OUT	A	300	바	20180130	5,732,170	2,898	33.3	2637
SELL-OUT	A	300	바	20180131	6,137,260	3,096	33.3	2642
SELL-OUT	A	300	바	20180201	6,158,392	3,077	33.3	2667
SELL-OUT	A	300	바	20180202	6,387,392	3,174	33.3	2682
SELL-OUT	A	300	바	20180203	6,794,232	3,368	33.3	2689
SELL-OUT	A	300	바	20180204	6,278,286	3,116	33.3	2686
SELL-OUT	A	300	바	20180205	6,511,690	3,229	33.3	2689
SELL-OUT	A	300	바	20180206	6,557,530	3,249	33.3	2690
SELL-OUT	A	300	바	20180207	7,130,846	3,556	33.3	2673
SELL-OUT	A	300	바	20180208	6,966,462	3,450	33.3	2691
SELL-OUT	A	300	바	20180209	7,416,710	3,684	33.3	2683
SELL-OUT	A	300	바	20180210	7,797,524	3,856	33.3	2695
SELL-OUT	A	300	바	20180211	7,734,716	3,831	33.3	2691
SELL-OUT	A	300	바	20180212	7,786,240	3,877	33.3	2677
SELL-OUT	A	300	바	20180213	15,415,148	7,711	33.3	2665
SELL-OUT	A	300	바	20180214	33,264,466	16,586	33.3	2674
SELL-OUT	A	300	바	20180215	8,311,124	4,106	33.3	2698
SELL-OUT	A	300	바	20180216	7,042,130	3,476	33.3	2701
