CHNL_CD	CUST_CD	PD_CD	PD_NM	DT	SALES	AMT	DC	STORE_PRICE
SELL-OUT	A	100	가	20180310	6,000,974	4,059	33.3	1970
SELL-OUT	A	100	가	20180311	5,843,302	3,948	33.3	1973
SELL-OUT	A	100	가	20180312	4,042,456	2,737	33.3	1969
SELL-OUT	A	100	가	20180313	4,117,070	2,781	33.3	1973
SELL-OUT	A	100	가	20180314	3,880,990	2,629	33.3	1968
SELL-OUT	A	100	가	20180315	4,292,238	2,901	33.3	1973
SELL-OUT	A	100	가	20180316	4,732,166	3,200	33.3	1972
SELL-OUT	A	100	가	20180317	5,913,832	3,997	33.3	1973
SELL-OUT	A	100	가	20180318	5,352,752	3,617	33.3	1973
SELL-OUT	A	100	가	20180319	4,427,950	2,994	33.3	1972
SELL-OUT	A	100	가	20180320	4,464,228	3,021	33.3	1970
SELL-OUT	A	100	가	20180321	4,880,806	3,300	33.3	1972
SELL-OUT	A	100	가	20180322	4,509,670	3,063	33.3	1962
SELL-OUT	A	100	가	20180323	4,845,836	3,278	33.3	1970
SELL-OUT	A	100	가	20180324	5,823,212	3,941	33.3	1970
SELL-OUT	A	100	가	20180325	5,729,678	3,869	33.3	1974
SELL-OUT	A	100	가	20180326	4,080,638	2,765	33.3	1968
SELL-OUT	A	100	가	20180327	4,158,624	2,811	33.3	1972
SELL-OUT	A	100	가	20180328	4,343,822	2,940	33.3	1969
SELL-OUT	A	100	가	20180329	4,238,238	2,867	33.3	1970
SELL-OUT	A	100	가	20180330	4,867,136	3,294	33.3	1970
SELL-OUT	A	100	가	20180331	5,966,562	4,036	33.3	1970
SELL-OUT	A	100	가	20180401	4,912,762	3,322	33.3	1972
SELL-OUT	A	100	가	20180402	3,460,986	2,340	33.3	1972
SELL-OUT	A	100	가	20180403	3,837,660	2,599	33.3	1969
SELL-OUT	A	100	가	20180404	4,261,232	2,878	33.3	1974
SELL-OUT	A	100	가	20180405	4,234,140	2,862	33.3	1972
SELL-OUT	A	100	가	20180406	4,872,888	3,300	33.3	1969
SELL-OUT	A	100	가	20180407	5,654,814	3,819	33.3	1974
SELL-OUT	A	100	가	20180408	5,639,838	3,810	33.3	1973
SELL-OUT	A	100	가	20180409	3,879,286	2,622	33.3	1973
SELL-OUT	A	100	가	20180410	4,003,640	2,705	33.3	1973
SELL-OUT	A	100	가	20180411	4,149,020	2,800	33.3	1976
SELL-OUT	A	100	가	20180412	4,177,626	2,831	33.3	1968
SELL-OUT	A	100	가	20180413	4,505,086	3,047	33.3	1972
SELL-OUT	A	100	가	20180414	5,537,318	3,741	33.3	1973
SELL-OUT	A	100	가	20180415	5,068,184	3,420	33.3	1976
SELL-OUT	A	100	가	20180416	3,917,756	2,643	33.3	1976
SELL-OUT	A	100	가	20180417	4,000,156	2,703	33.3	1973
SELL-OUT	A	100	가	20180418	3,970,172	2,684	33.3	1972
SELL-OUT	A	100	가	20180419	4,061,288	2,747	33.3	1970
SELL-OUT	A	100	가	20180420	4,133,080	2,798	33.3	1969
SELL-OUT	A	100	가	20180421	5,407,688	3,652	33.3	1974
SELL-OUT	A	100	가	20180422	5,606,342	3,789	33.3	1973
SELL-OUT	A	100	가	20180423	4,200,366	2,840	33.3	1972
SELL-OUT	A	100	가	20180424	4,177,276	2,822	33.3	1973
SELL-OUT	A	100	가	20180425	4,104,882	2,778	33.3	1970
SELL-OUT	A	100	가	20180426	3,948,058	2,672	33.3	1970
SELL-OUT	A	100	가	20180427	4,360,936	2,950	33.3	1970
SELL-OUT	A	100	가	20180428	5,488,730	3,712	33.3	1972
SELL-OUT	A	100	가	20180429	4,990,588	3,373	33.3	1973
SELL-OUT	A	100	가	20180430	3,975,898	2,690	33.3	1970
SELL-OUT	A	100	가	20180501	5,896,020	7,279	50	1215
SELL-OUT	A	100	가	20180502	6,150,378	7,876	50	1172
SELL-OUT	A	100	가	20180503	6,818,712	8,755	50	1169
SELL-OUT	A	100	가	20180504	6,815,308	8,709	50	1175
SELL-OUT	A	100	가	20180505	7,831,212	9,690	50	1212
SELL-OUT	A	100	가	20180506	7,358,682	9,101	50	1214
SELL-OUT	A	100	가	20180507	6,275,710	7,889	50	1194
SELL-OUT	A	100	가	20180508	5,576,554	7,163	50	1169
SELL-OUT	A	100	가	20180509	6,026,248	7,772	50	1163
SELL-OUT	A	100	가	20180510	6,145,412	7,903	50	1167
SELL-OUT	A	100	가	20180511	7,233,072	9,309	50	1166
SELL-OUT	A	100	가	20180512	8,023,752	10,186	50	1182
SELL-OUT	A	100	가	20180513	7,802,992	9,858	50	1188
SELL-OUT	A	100	가	20180514	6,143,182	7,985	50	1154
SELL-OUT	A	100	가	20180515	10,205,004	14,010	50	1092
SELL-OUT	A	100	가	20180516	4,673,450	3,665	20	1530
SELL-OUT	A	100	가	20180517	3,932,222	2,661	0	1478
SELL-OUT	A	100	가	20180518	4,234,002	2,853	0	1484
SELL-OUT	A	100	가	20180519	5,109,158	3,440	0	1485
SELL-OUT	A	100	가	20180520	4,811,872	3,245	0	1483
SELL-OUT	A	100	가	20180521	3,913,584	2,638	0	1484
SELL-OUT	A	100	가	20180522	4,213,458	2,840	0	1484
SELL-OUT	A	100	가	20180523	3,037,566	2,050	0	1482
SELL-OUT	A	100	가	20180524	2,991,860	2,018	0	1483
SELL-OUT	A	100	가	20180525	3,406,010	2,299	0	1482
SELL-OUT	A	100	가	20180526	4,371,478	2,945	0	1484
SELL-OUT	A	100	가	20180527	4,441,438	2,990	0	1485
SELL-OUT	A	100	가	20180528	2,958,916	1,993	0	1485
SELL-OUT	A	100	가	20180529	3,044,726	2,057	0	1480
SELL-OUT	A	100	가	20180530	2,981,564	2,016	0	1479
SELL-OUT	A	100	가	20180531	3,174,162	2,143	0	1481
SELL-OUT	A	100	가	20180601	4,071,572	2,755	33.3	1970
SELL-OUT	A	100	가	20180602	5,472,584	3,700	33.3	1972
SELL-OUT	A	100	가	20180603	4,818,986	3,250	33.3	1977
SELL-OUT	A	100	가	20180604	3,657,008	2,469	33.3	1974
SELL-OUT	A	100	가	20180605	4,160,450	2,813	33.3	1972
SELL-OUT	A	100	가	20180606	4,871,270	3,287	33.3	1976
SELL-OUT	A	100	가	20180607	3,798,016	2,570	33.3	1970
SELL-OUT	A	100	가	20180608	4,254,606	2,871	33.3	1976
SELL-OUT	A	100	가	20180609	5,367,212	3,622	33.3	1976
SELL-OUT	A	100	가	20180610	5,474,382	3,690	33.3	1978
SELL-OUT	A	100	가	20180611	3,977,776	2,687	33.3	1973
SELL-OUT	A	100	가	20180612	4,338,052	2,932	33.3	1973
SELL-OUT	A	100	가	20180613	5,179,092	3,504	33.3	1970
SELL-OUT	A	100	가	20180614	4,059,572	2,738	33.3	1977
SELL-OUT	A	100	가	20180615	5,356,736	3,620	33.3	1973
SELL-OUT	A	100	가	20180616	6,124,840	4,133	33.3	1976
SELL-OUT	A	100	가	20180617	5,352,450	3,613	33.3	1974
SELL-OUT	A	100	가	20180618	5,668,152	3,837	33.3	1969
SELL-OUT	A	100	가	20180619	5,980,206	4,021	33.3	1982
SELL-OUT	A	100	가	20180620	10,069,998	6,773	33.3	1982
SELL-OUT	A	100	가	20180621	7,515,574	5,049	33.3	1985
SELL-OUT	A	100	가	20180622	4,531,266	3,067	33.3	1969
SELL-OUT	A	100	가	20180623	7,435,366	5,011	33.3	1978
SELL-OUT	A	100	가	20180624	8,315,392	5,590	33.3	1984
SELL-OUT	A	100	가	20180625	3,960,648	2,677	33.3	1973
SELL-OUT	A	100	가	20180626	4,059,986	2,748	33.3	1969
SELL-OUT	A	100	가	20180627	4,726,868	3,208	33.3	1964
SELL-OUT	A	100	가	20180628	4,399,384	2,978	33.3	1969
SELL-OUT	A	100	가	20180629	4,244,710	2,872	33.3	1970
SELL-OUT	A	100	가	20180630	5,426,128	3,667	33.3	1973
SELL-OUT	A	100	가	20180701	5,568,724	3,749	0	1485
SELL-OUT	A	100	가	20180702	3,322,912	2,239	0	1484
SELL-OUT	A	100	가	20180703	3,594,916	2,423	0	1484
SELL-OUT	A	100	가	20180704	3,648,772	2,460	0	1483
SELL-OUT	A	100	가	20180705	4,038,592	2,753	0	1467
SELL-OUT	A	100	가	20180706	4,556,008	3,086	0	1476
SELL-OUT	A	100	가	20180707	5,539,198	3,729	0	1485
SELL-OUT	A	100	가	20180708	5,032,298	3,384	0	1487
SELL-OUT	A	100	가	20180709	4,301,858	2,896	0	1485
SELL-OUT	A	100	가	20180710	3,898,300	2,638	0	1478
SELL-OUT	A	100	가	20180711	3,994,622	2,693	0	1483
SELL-OUT	A	100	가	20180712	4,087,570	2,763	0	1479
SELL-OUT	A	100	가	20180713	4,571,738	3,098	0	1476
SELL-OUT	A	100	가	20180714	5,707,598	3,852	0	1482
SELL-OUT	A	100	가	20180715	3,896,820	2,624	0	1485
SELL-OUT	A	100	가	20180716	2,659,686	1,805	0	1474
SELL-OUT	A	100	가	20180717	2,651,618	1,789	0	1482
SELL-OUT	A	100	가	20180718	2,882,692	1,937	0	1488
SELL-OUT	A	100	가	20180719	2,759,900	1,861	0	1483
SELL-OUT	A	100	가	20180720	3,061,232	2,063	0	1484
SELL-OUT	A	100	가	20180721	3,856,424	2,596	0	1486
SELL-OUT	A	100	가	20180722	4,088,094	2,756	0	1483
SELL-OUT	A	100	가	20180723	2,640,170	1,778	0	1485
SELL-OUT	A	100	가	20180724	2,808,978	1,891	0	1485
SELL-OUT	A	100	가	20180725	2,901,006	1,956	0	1483
SELL-OUT	A	100	가	20180726	3,052,608	2,054	0	1486
SELL-OUT	A	100	가	20180727	3,132,062	2,114	0	1482
SELL-OUT	A	100	가	20180728	4,225,066	2,843	0	1486
SELL-OUT	A	100	가	20180729	3,908,732	2,640	0	1481
SELL-OUT	A	100	가	20180730	3,084,782	2,083	0	1481
SELL-OUT	A	100	가	20180731	3,154,318	2,131	0	1480
SELL-OUT	A	100	가	20180801	3,854,954	2,608	33.3	1970
SELL-OUT	A	100	가	20180802	4,273,146	2,892	33.3	1970
SELL-OUT	A	100	가	20180803	4,375,106	2,965	33.3	1968
SELL-OUT	A	100	가	20180804	4,955,628	3,345	33.3	1976
SELL-OUT	A	100	가	20180805	4,438,732	2,997	33.3	1974
SELL-OUT	A	100	가	20180806	3,414,328	2,303	33.3	1977
SELL-OUT	A	100	가	20180807	3,527,188	2,379	33.3	1977
SELL-OUT	A	100	가	20180808	3,692,002	2,493	33.3	1974
SELL-OUT	A	100	가	20180809	3,550,010	2,396	33.3	1976
SELL-OUT	A	100	가	20180810	3,940,796	2,663	33.3	1973
SELL-OUT	A	100	가	20180811	4,752,872	3,210	33.3	1974
SELL-OUT	A	100	가	20180812	4,632,004	3,132	33.3	1972
SELL-OUT	A	100	가	20180813	3,454,768	2,337	33.3	1970
SELL-OUT	A	100	가	20180814	3,788,132	2,562	33.3	1972
SELL-OUT	A	100	가	20180815	4,293,494	2,898	33.3	1976
SELL-OUT	A	100	가	20180816	3,460,832	2,332	33.3	1978
SELL-OUT	A	100	가	20180817	4,264,510	2,881	33.3	1973
SELL-OUT	A	100	가	20180818	4,987,490	3,364	33.3	1977
SELL-OUT	A	100	가	20180819	4,579,890	3,085	33.3	1980
SELL-OUT	A	100	가	20180820	3,413,986	2,304	33.3	1976
SELL-OUT	A	100	가	20180821	3,549,896	2,391	33.3	1980
SELL-OUT	A	100	가	20180822	3,623,460	2,451	33.3	1970
SELL-OUT	A	100	가	20180823	4,604,860	3,105	33.3	1977
SELL-OUT	A	100	가	20180824	3,942,462	2,666	33.3	1972
SELL-OUT	A	100	가	20180825	4,785,214	3,226	33.3	1977
SELL-OUT	A	100	가	20180826	5,131,548	3,470	33.3	1972
SELL-OUT	A	100	가	20180827	3,625,402	2,452	33.3	1972
SELL-OUT	A	100	가	20180828	3,964,038	2,677	33.3	1974
SELL-OUT	A	100	가	20180829	3,994,724	2,695	33.3	1976
SELL-OUT	A	100	가	20180830	3,661,440	2,481	33.3	1968
SELL-OUT	A	100	가	20180831	4,177,814	2,823	33.3	1973
SELL-OUT	A	100	가	20180901	5,630,590	3,801	33.3	1974
SELL-OUT	A	100	가	20180902	4,618,950	3,118	33.3	1974
SELL-OUT	A	100	가	20180903	3,553,640	2,404	33.3	1970
SELL-OUT	A	100	가	20180904	3,717,184	2,511	33.3	1973
SELL-OUT	A	100	가	20180905	3,861,692	2,616	33.3	1968
SELL-OUT	A	100	가	20180906	3,824,578	2,587	33.3	1970
SELL-OUT	A	100	가	20180907	4,242,434	2,864	33.3	1974
SELL-OUT	A	100	가	20180908	5,309,140	3,583	33.3	1976
SELL-OUT	A	100	가	20180909	5,375,906	3,634	33.3	1972
SELL-OUT	A	100	가	20180910	3,635,566	2,456	33.3	1973
SELL-OUT	A	100	가	20180911	3,996,910	2,692	33.3	1980
SELL-OUT	A	100	가	20180912	3,792,982	2,558	33.3	1977
SELL-OUT	A	100	가	20180913	3,980,874	2,685	33.3	1977
SELL-OUT	A	100	가	20180914	4,418,704	2,987	33.3	1972
SELL-OUT	A	100	가	20180915	5,314,686	3,586	33.3	1976
SELL-OUT	A	100	가	20180916	4,954,580	3,340	33.3	1977
SELL-OUT	A	100	가	20180917	3,547,506	2,403	33.3	1968
SELL-OUT	A	100	가	20180918	3,612,430	2,433	33.3	1980
SELL-OUT	A	100	가	20180919	3,678,792	2,483	33.3	1976
SELL-OUT	A	100	가	20180920	3,979,276	2,691	33.3	1972
SELL-OUT	A	100	가	20180921	4,273,242	2,886	33.3	1974
SELL-OUT	A	100	가	20180922	4,875,188	3,292	33.3	1974
SELL-OUT	A	100	가	20180923	5,209,010	3,518	33.3	1974
SELL-OUT	A	100	가	20180924	7,145,806	4,844	33.3	1966
SELL-OUT	A	100	가	20180925	5,805,764	3,927	33.3	1970
SELL-OUT	A	100	가	20180926	4,796,270	3,240	33.3	1973
SELL-OUT	A	100	가	20180927	3,391,174	2,290	33.3	1974
SELL-OUT	A	100	가	20180928	3,892,410	2,630	33.3	1973
SELL-OUT	A	100	가	20180929	4,858,022	3,288	33.3	1970
SELL-OUT	A	100	가	20180930	4,508,232	3,045	33.3	1974
SELL-OUT	A	100	가	20181001	3,512,624	2,376	33.3	1970
SELL-OUT	A	100	가	20181002	4,101,212	2,775	33.3	1970
SELL-OUT	A	100	가	20181003	4,893,838	3,316	33.3	1968
SELL-OUT	A	100	가	20181004	3,793,432	2,566	33.3	1970
SELL-OUT	A	100	가	20181005	4,591,352	3,103	33.3	1973
SELL-OUT	A	100	가	20181006	5,702,998	3,856	33.3	1972
SELL-OUT	A	100	가	20181007	5,521,264	3,728	33.3	1974
SELL-OUT	A	100	가	20181008	4,317,112	2,919	33.3	1972
SELL-OUT	A	100	가	20181009	5,034,842	3,402	33.3	1973
SELL-OUT	A	100	가	20181010	3,997,658	2,701	33.3	1973
SELL-OUT	A	100	가	20181011	4,118,748	2,786	33.3	1970
SELL-OUT	A	100	가	20181012	4,549,662	3,080	33.3	1969
SELL-OUT	A	100	가	20181013	5,512,694	3,725	33.3	1973
SELL-OUT	A	100	가	20181014	5,428,154	3,668	33.3	1973
SELL-OUT	A	100	가	20181015	3,707,570	2,506	33.3	1972
SELL-OUT	A	100	가	20181016	3,885,526	2,624	33.3	1974
SELL-OUT	A	100	가	20181017	4,021,590	2,719	33.3	1972
SELL-OUT	A	100	가	20181018	4,079,560	2,758	33.3	1972
SELL-OUT	A	100	가	20181019	4,453,380	3,018	33.3	1968
SELL-OUT	A	100	가	20181020	5,533,408	3,744	33.3	1970
SELL-OUT	A	100	가	20181021	5,008,944	3,384	33.3	1973
SELL-OUT	A	100	가	20181022	3,866,420	2,610	33.3	1974
SELL-OUT	A	100	가	20181023	3,936,160	2,667	33.3	1968
SELL-OUT	A	100	가	20181024	4,047,082	2,740	33.3	1969
SELL-OUT	A	100	가	20181025	3,986,210	2,702	33.3	1966
SELL-OUT	A	100	가	20181026	4,551,538	3,081	33.3	1969
SELL-OUT	A	100	가	20181027	5,496,426	3,722	33.3	1969
SELL-OUT	A	100	가	20181028	5,884,694	3,973	33.3	1974
SELL-OUT	A	100	가	20181029	3,859,068	2,610	33.3	1972
SELL-OUT	A	100	가	20181030	4,156,932	2,810	33.3	1972
SELL-OUT	A	100	가	20181031	4,246,404	2,910	33.3	1945
SELL-OUT	A	100	가	20181101	3,723,296	2,517	33.3	1972
SELL-OUT	A	100	가	20181102	4,187,628	2,835	33.3	1969
SELL-OUT	A	100	가	20181103	5,087,094	3,444	33.3	1969
SELL-OUT	A	100	가	20181104	4,724,296	3,190	33.3	1974
SELL-OUT	A	100	가	20181105	3,491,240	2,364	33.3	1969
SELL-OUT	A	100	가	20181106	3,567,596	2,410	33.3	1973
SELL-OUT	A	100	가	20181107	3,742,246	2,529	33.3	1973
SELL-OUT	A	100	가	20181108	3,891,444	2,631	33.3	1972
SELL-OUT	A	100	가	20181109	4,148,894	2,807	33.3	1970
SELL-OUT	A	100	가	20181110	4,727,636	3,199	33.3	1970
SELL-OUT	A	100	가	20181111	4,677,246	3,164	33.3	1970
SELL-OUT	A	100	가	20181112	3,373,410	2,283	33.3	1970
SELL-OUT	A	100	가	20181113	8,060,102	5,409	33.3	1986
SELL-OUT	A	100	가	20181114	3,768,470	2,546	33.3	1973
SELL-OUT	A	100	가	20181115	3,638,998	2,458	33.3	1973
SELL-OUT	A	100	가	20181116	4,122,940	2,783	33.3	1974
SELL-OUT	A	100	가	20181117	5,098,758	3,450	33.3	1970
SELL-OUT	A	100	가	20181118	4,750,324	3,207	33.3	1974
SELL-OUT	A	100	가	20181119	3,671,526	2,480	33.3	1973
SELL-OUT	A	100	가	20181120	3,822,964	2,589	33.3	1969
SELL-OUT	A	100	가	20181121	3,707,536	2,507	33.3	1972
SELL-OUT	A	100	가	20181122	3,985,388	2,689	33.3	1976
SELL-OUT	A	100	가	20181123	4,402,650	2,977	33.3	1972
SELL-OUT	A	100	가	20181124	5,378,404	3,630	33.3	1976
SELL-OUT	A	100	가	20181125	5,063,170	3,424	33.3	1972
SELL-OUT	A	100	가	20181126	3,669,852	2,482	33.3	1972
SELL-OUT	A	100	가	20181127	3,662,734	2,478	33.3	1970
SELL-OUT	A	100	가	20181128	3,993,826	2,714	33.3	1962
SELL-OUT	A	100	가	20181129	3,921,220	2,661	33.3	1965
SELL-OUT	A	100	가	20181130	4,221,318	2,864	33.3	1965
SELL-OUT	A	100	가	20181201	5,133,580	3,473	33.3	1970
SELL-OUT	A	100	가	20181202	4,926,766	3,338	33.3	1968
SELL-OUT	A	100	가	20181203	3,777,488	2,558	33.3	1969
SELL-OUT	A	100	가	20181204	4,027,140	2,728	33.3	1968
SELL-OUT	A	100	가	20181205	4,009,956	2,719	33.3	1966
SELL-OUT	A	100	가	20181206	4,004,320	2,724	33.3	1960
SELL-OUT	A	100	가	20181207	4,704,390	3,188	33.3	1968
SELL-OUT	A	100	가	20181208	5,761,212	3,901	33.3	1969
SELL-OUT	A	100	가	20181209	5,546,362	3,748	33.3	1973
SELL-OUT	A	100	가	20181210	3,932,396	2,665	33.3	1968
SELL-OUT	A	100	가	20181211	4,118,648	2,784	33.3	1972
SELL-OUT	A	100	가	20181212	4,347,710	2,944	33.3	1969
SELL-OUT	A	100	가	20181213	4,180,556	2,830	33.3	1969
SELL-OUT	A	100	가	20181214	4,678,320	3,166	33.3	1970
SELL-OUT	A	100	가	20181215	5,208,484	3,529	33.3	1968
SELL-OUT	A	100	가	20181216	5,048,936	3,421	33.3	1968
SELL-OUT	A	100	가	20181217	3,782,654	2,559	33.3	1970
SELL-OUT	A	100	가	20181218	3,803,318	2,577	33.3	1968
SELL-OUT	A	100	가	20181219	3,957,728	2,683	33.3	1966
SELL-OUT	A	100	가	20181220	4,147,544	2,822	33.3	1960
SELL-OUT	A	100	가	20181221	4,371,840	2,962	33.3	1968
SELL-OUT	A	100	가	20181222	5,232,218	3,540	33.3	1970
SELL-OUT	A	100	가	20181223	5,628,636	3,815	33.3	1966
SELL-OUT	A	100	가	20181224	5,080,740	3,447	33.3	1965
SELL-OUT	A	100	가	20181225	4,440,364	3,008	33.3	1968
SELL-OUT	A	100	가	20181226	4,017,348	2,717	33.3	1972
SELL-OUT	A	100	가	20181227	4,487,114	3,037	33.3	1969
SELL-OUT	A	100	가	20181228	4,627,514	3,139	33.3	1965
SELL-OUT	A	100	가	20181229	5,546,620	3,770	33.3	1961
SELL-OUT	A	100	가	20181230	5,113,696	3,468	33.3	1966
SELL-OUT	A	100	가	20181231	5,023,514	3,403	33.3	1968
SELL-OUT	A	100	가	20190101	4,844,104	3,273	33.3	1973
SELL-OUT	A	100	가	20190102	3,691,498	2,498	33.3	1970
SELL-OUT	A	100	가	20190103	3,894,326	2,642	33.3	1965
SELL-OUT	A	100	가	20190104	4,100,822	2,782	33.3	1965
SELL-OUT	A	100	가	20190105	4,760,778	3,231	33.3	1964
SELL-OUT	A	100	가	20190106	4,433,030	3,007	33.3	1965
SELL-OUT	A	100	가	20190107	3,702,148	2,511	33.3	1965
SELL-OUT	A	100	가	20190108	3,857,726	2,609	33.3	1972
SELL-OUT	A	100	가	20190109	3,969,546	2,686	33.3	1970
SELL-OUT	A	100	가	20190110	3,935,634	2,670	33.3	1965
SELL-OUT	A	100	가	20190111	4,258,198	2,887	33.3	1966
SELL-OUT	A	100	가	20190112	4,944,586	3,348	33.3	1969
SELL-OUT	A	100	가	20190113	4,918,306	3,328	33.3	1970
SELL-OUT	A	100	가	20190114	3,701,982	2,510	33.3	1966
SELL-OUT	A	100	가	20190115	3,889,320	2,633	33.3	1969
SELL-OUT	A	100	가	20190116	4,246,026	2,874	33.3	1969
SELL-OUT	A	100	가	20190117	3,759,184	2,546	33.3	1969
SELL-OUT	A	100	가	20190118	4,286,354	2,904	33.3	1968
SELL-OUT	A	100	가	20190119	4,740,836	3,213	33.3	1968
SELL-OUT	A	100	가	20190120	4,561,474	3,099	33.3	1962
SELL-OUT	A	100	가	20190121	3,478,060	2,361	33.3	1964
SELL-OUT	A	100	가	20190122	3,893,066	2,636	33.3	1969
SELL-OUT	A	100	가	20190123	3,741,434	2,539	33.3	1965
SELL-OUT	A	100	가	20190124	3,752,784	2,547	33.3	1964
SELL-OUT	A	100	가	20190125	4,568,318	3,095	33.3	1968
SELL-OUT	A	100	가	20190126	4,840,518	3,277	33.3	1969
SELL-OUT	A	100	가	20190127	4,731,816	3,207	33.3	1966
SELL-OUT	A	100	가	20190128	3,429,596	2,321	33.3	1970
SELL-OUT	A	100	가	20190129	3,562,896	2,417	33.3	1965
SELL-OUT	A	100	가	20190130	3,704,108	2,502	33.3	1973
SELL-OUT	A	100	가	20190131	3,789,324	2,570	33.3	1965
SELL-OUT	A	100	가	20190201	3,998,268	2,709	33.3	1968
SELL-OUT	A	100	가	20190202	4,659,612	3,153	33.3	1970
SELL-OUT	A	100	가	20190203	5,021,078	3,398	33.3	1970
SELL-OUT	A	100	가	20190204	4,903,690	3,318	33.3	1970
SELL-OUT	A	100	가	20190205	6,171,268	4,191	33.3	1964
SELL-OUT	A	100	가	20190206	4,427,346	2,996	33.3	1970
SELL-OUT	A	100	가	20190207	3,312,440	2,247	33.3	1965
SELL-OUT	A	100	가	20190208	3,888,094	2,640	33.3	1964
SELL-OUT	A	100	가	20190209	4,477,022	3,026	33.3	1973
SELL-OUT	A	100	가	20190210	4,523,784	3,064	33.3	1968
SELL-OUT	A	100	가	20190211	3,344,748	2,274	33.3	1961
SELL-OUT	A	100	가	20190212	3,464,940	2,348	33.3	1968
SELL-OUT	A	100	가	20190213	3,685,552	2,501	33.3	1965
SELL-OUT	A	100	가	20190214	3,510,630	2,381	33.3	1965
SELL-OUT	A	100	가	20190215	3,771,034	2,557	33.3	1966
SELL-OUT	A	100	가	20190216	4,862,488	3,292	33.3	1969
SELL-OUT	A	100	가	20190217	4,381,826	2,966	33.3	1969
SELL-OUT	A	100	가	20190218	3,340,596	2,267	33.3	1965
SELL-OUT	A	100	가	20190219	3,951,746	2,681	33.3	1965
SELL-OUT	A	100	가	20190220	3,741,444	2,536	33.3	1966
SELL-OUT	A	100	가	20190221	3,871,442	2,627	33.3	1965
SELL-OUT	A	100	가	20190222	4,173,618	2,836	33.3	1962
SELL-OUT	A	100	가	20190223	4,773,594	3,234	33.3	1968
SELL-OUT	A	100	가	20190224	4,789,260	3,239	33.3	1972
SELL-OUT	A	100	가	20190225	3,890,546	2,638	33.3	1966
SELL-OUT	A	100	가	20190226	3,785,182	2,558	33.3	1973
SELL-OUT	A	100	가	20190227	3,901,424	2,647	33.3	1965
SELL-OUT	A	100	가	20190228	4,232,696	2,869	33.3	1966
SELL-OUT	A	100	가	20190301	5,059,526	3,427	33.3	1968
SELL-OUT	A	100	가	20190302	5,104,894	3,452	33.3	1972
SELL-OUT	A	100	가	20190303	4,537,430	3,067	33.3	1972
SELL-OUT	A	100	가	20190304	3,547,518	2,402	33.3	1969
SELL-OUT	A	100	가	20190305	3,516,120	2,376	33.3	1973
SELL-OUT	A	100	가	20190306	3,621,558	2,449	33.3	1972
SELL-OUT	A	100	가	20190307	3,976,274	2,685	33.3	1974
SELL-OUT	A	100	가	20190308	4,172,146	2,820	33.3	1972
SELL-OUT	A	100	가	20190309	5,056,900	3,422	33.3	1970
SELL-OUT	A	100	가	20190310	5,230,968	3,532	33.3	1974
SELL-OUT	A	100	가	20190311	3,770,516	2,550	33.3	1972
SELL-OUT	A	100	가	20190312	4,013,262	2,711	33.3	1973
SELL-OUT	A	100	가	20190313	3,856,914	2,610	33.3	1970
SELL-OUT	A	100	가	20190314	3,798,788	2,561	33.3	1977
SELL-OUT	A	100	가	20190315	4,182,050	2,828	33.3	1972
SELL-OUT	A	100	가	20190316	5,400,016	3,649	33.3	1973
SELL-OUT	A	100	가	20190317	4,938,164	3,333	33.3	1976
SELL-OUT	A	100	가	20190318	3,478,262	2,344	33.3	1978
SELL-OUT	A	100	가	20190319	3,524,992	2,382	33.3	1973
SELL-OUT	A	100	가	20190320	3,812,598	2,579	33.3	1970
SELL-OUT	A	100	가	20190321	3,965,338	2,678	33.3	1974
SELL-OUT	A	100	가	20190322	4,695,456	3,169	33.3	1976
SELL-OUT	A	100	가	20190323	5,507,098	3,722	33.3	1973
SELL-OUT	A	100	가	20190324	5,392,322	3,648	33.3	1970
SELL-OUT	A	100	가	20190325	3,781,422	2,561	33.3	1969
SELL-OUT	A	100	가	20190326	3,899,640	2,639	33.3	1970
SELL-OUT	A	100	가	20190327	3,900,332	2,635	33.3	1973
SELL-OUT	A	100	가	20190328	3,943,732	2,669	33.3	1970
SELL-OUT	A	100	가	20190329	4,465,112	3,025	33.3	1968
SELL-OUT	A	100	가	20190330	5,800,270	3,926	33.3	1969
SELL-OUT	A	100	가	20190331	5,148,000	3,484	33.3	1970
SELL-OUT	A	100	가	20190401	3,713,510	2,510	33.3	1972
SELL-OUT	A	100	가	20190402	3,900,318	2,639	33.3	1970
SELL-OUT	A	100	가	20190403	3,994,194	2,710	33.3	1965
SELL-OUT	A	100	가	20190404	4,262,794	2,885	33.3	1970
SELL-OUT	A	100	가	20190405	4,421,256	2,999	33.3	1965
SELL-OUT	A	100	가	20190406	5,326,810	3,602	33.3	1972
SELL-OUT	A	100	가	20190407	5,157,028	3,486	33.3	1972
SELL-OUT	A	100	가	20190408	3,764,982	2,550	33.3	1968
SELL-OUT	A	100	가	20190409	4,109,356	2,781	33.3	1970
SELL-OUT	A	100	가	20190410	4,296,354	2,903	33.3	1973
SELL-OUT	A	100	가	20190411	4,249,818	2,871	33.3	1973
SELL-OUT	A	100	가	20190412	4,521,758	3,059	33.3	1970
SELL-OUT	A	100	가	20190413	5,504,890	3,716	33.3	1974
SELL-OUT	A	100	가	20190414	5,269,256	3,564	33.3	1970
SELL-OUT	A	100	가	20190415	3,717,462	2,509	33.3	1976
