sell_type,cust_type,prod_group_type,prod_type,time_type,model,rmse,scenario,smoothing
sell_in,A,g1,가,W,lstm_vn,0.16696934401988983,s3,False
sell_in,A,g2,다,W,lstm_vn,0.1671595722436905,s3,False
sell_in,A,all,가,W,lstm_vn,0.15850508213043213,s3,False
sell_in,A,all,다,W,lstm_vn,0.17411844432353973,s3,False
sell_in,A,all,all,W,lstm_vn,0.1640801578760147,s3,False
sell_in,B,g1,나,W,lstm_vn,0.12270499020814896,s3,False
sell_in,B,g2,라,W,lstm_vn,0.17346423864364624,s3,False
sell_in,B,all,나,W,lstm_vn,0.12024591863155365,s3,False
sell_in,B,all,라,W,lstm_vn,0.17441226541996002,s3,False
sell_in,B,all,all,W,lstm_vn,0.18161503970623016,s3,False
sell_in,C,g1,나,W,lstm_vn,0.056070804595947266,s3,False
sell_in,C,g3,마,W,lstm_vn,0.14430484175682068,s3,False
sell_in,C,all,나,W,lstm_vn,0.05917062982916832,s3,False
sell_in,C,all,마,W,lstm_vn,0.14456883072853088,s3,False
sell_in,C,all,all,W,lstm_vn,0.14449825882911682,s3,False
sell_in,all,g1,가,W,lstm_vn,0.1564798504114151,s3,False
sell_in,all,g1,나,W,lstm_vn,0.08502203971147537,s3,False
sell_in,all,g1,all,W,lstm_vn,0.1668943464756012,s3,False
sell_in,all,g2,다,W,lstm_vn,0.1762431561946869,s3,False
sell_in,all,g2,라,W,lstm_vn,0.17351311445236206,s3,False
sell_in,all,g2,all,W,lstm_vn,0.16948233544826508,s3,False
sell_in,all,g3,마,W,lstm_vn,0.14447705447673798,s3,False
sell_in,all,all,가,W,lstm_vn,0.16225206851959229,s3,False
sell_in,all,all,다,W,lstm_vn,0.18472124636173248,s3,False
sell_in,all,all,나,W,lstm_vn,0.0839143693447113,s3,False
sell_in,all,all,라,W,lstm_vn,0.17452946305274963,s3,False
sell_in,all,all,마,W,lstm_vn,0.1445610076189041,s3,False
sell_in,all,all,all,W,lstm_vn,0.137629896402359,s3,False
sell_out,A,g3,바,W,lstm_vn,0.27923548221588135,s3,False
sell_out,A,g1,가,W,lstm_vn,0.040284816175699234,s3,False
sell_out,A,g2,다,W,lstm_vn,0.1190607026219368,s3,False
sell_out,A,all,바,W,lstm_vn,0.2811911106109619,s3,False
sell_out,A,all,가,W,lstm_vn,0.03916426748037338,s3,False
sell_out,A,all,다,W,lstm_vn,0.11960752308368683,s3,False
sell_out,A,all,all,W,lstm_vn,0.13862299919128418,s3,False
sell_out,B,g3,바,W,lstm_vn,0.08575224131345749,s3,False
sell_out,B,g1,나,W,lstm_vn,0.1468924582004547,s3,False
sell_out,B,g2,라,W,lstm_vn,0.18917150795459747,s3,False
sell_out,B,all,바,W,lstm_vn,0.08512499928474426,s3,False
sell_out,B,all,나,W,lstm_vn,0.1451505571603775,s3,False
sell_out,B,all,라,W,lstm_vn,0.17890581488609314,s3,False
sell_out,B,all,all,W,lstm_vn,0.146101176738739,s3,False
sell_out,C,g3,바,W,lstm_vn,0.0730949193239212,s3,False
sell_out,C,g3,마,W,lstm_vn,0.13423161208629608,s3,False
sell_out,C,g3,all,W,lstm_vn,0.11337492614984512,s3,False
sell_out,C,g1,나,W,lstm_vn,0.10562806576490402,s3,False
sell_out,C,all,바,W,lstm_vn,0.07076869159936905,s3,False
sell_out,C,all,나,W,lstm_vn,0.10286267846822739,s3,False
sell_out,C,all,마,W,lstm_vn,0.12910181283950806,s3,False
sell_out,C,all,all,W,lstm_vn,0.10305086523294449,s3,False
sell_out,all,g3,바,W,lstm_vn,0.1581738144159317,s3,False
sell_out,all,g3,마,W,lstm_vn,0.12827497720718384,s3,False
sell_out,all,g3,all,W,lstm_vn,0.1319439709186554,s3,False
sell_out,all,g1,가,W,lstm_vn,0.03922070190310478,s3,False
sell_out,all,g1,나,W,lstm_vn,0.1118437796831131,s3,False
sell_out,all,g1,all,W,lstm_vn,0.11134303361177444,s3,False
sell_out,all,g2,다,W,lstm_vn,0.12851107120513916,s3,False
sell_out,all,g2,라,W,lstm_vn,0.1857871413230896,s3,False
sell_out,all,g2,all,W,lstm_vn,0.14079084992408752,s3,False
sell_out,all,all,바,W,lstm_vn,0.1541144698858261,s3,False
sell_out,all,all,가,W,lstm_vn,0.0419907346367836,s3,False
sell_out,all,all,다,W,lstm_vn,0.12466292083263397,s3,False
sell_out,all,all,나,W,lstm_vn,0.11354541033506393,s3,False
sell_out,all,all,라,W,lstm_vn,0.1834362894296646,s3,False
sell_out,all,all,마,W,lstm_vn,0.12780438363552094,s3,False
sell_out,all,all,all,W,lstm_vn,0.1081528589129448,s3,False
