sell_type,cust_type,prod_group_type,prod_type,time_type,model,rmse,scenario,smoothing
sell_in,A,g1,가,W,arma,14399,s1,True
sell_in,A,g1,가,W,arima,14430,s1,True
sell_in,A,g1,가,W,ar,14463,s1,True
sell_in,A,g1,가,W,ses,14968,s1,True
sell_in,A,g1,가,W,hw,17032,s1,True
sell_in,A,g2,다,W,arima,23994,s1,True
sell_in,A,g2,다,W,ar,24017,s1,True
sell_in,A,g2,다,W,arma,26231,s1,True
sell_in,A,g2,다,W,ses,27386,s1,True
sell_in,A,g2,다,W,hw,30513,s1,True
sell_in,A,all,가,W,arma,14399,s1,True
sell_in,A,all,가,W,arima,14430,s1,True
sell_in,A,all,가,W,ar,14463,s1,True
sell_in,A,all,가,W,ses,14968,s1,True
sell_in,A,all,가,W,hw,17032,s1,True
sell_in,A,all,다,W,arima,23994,s1,True
sell_in,A,all,다,W,ar,24017,s1,True
sell_in,A,all,다,W,arma,26231,s1,True
sell_in,A,all,다,W,ses,27386,s1,True
sell_in,A,all,다,W,hw,30513,s1,True
sell_in,A,all,all,W,arima,31460,s1,True
sell_in,A,all,all,W,ar,32342,s1,True
sell_in,A,all,all,W,ses,33054,s1,True
sell_in,A,all,all,W,arma,34049,s1,True
sell_in,A,all,all,W,hw,38756,s1,True
sell_in,B,g1,나,W,ses,5558,s1,True
sell_in,B,g1,나,W,arma,5975,s1,True
sell_in,B,g1,나,W,arima,5978,s1,True
sell_in,B,g1,나,W,ar,6276,s1,True
sell_in,B,g1,나,W,hw,6297,s1,True
sell_in,B,g2,라,W,arma,4939,s1,True
sell_in,B,g2,라,W,arima,5066,s1,True
sell_in,B,g2,라,W,ses,5397,s1,True
sell_in,B,g2,라,W,hw,5622,s1,True
sell_in,B,g2,라,W,ar,5972,s1,True
sell_in,B,all,나,W,ses,5558,s1,True
sell_in,B,all,나,W,arma,5975,s1,True
sell_in,B,all,나,W,arima,5978,s1,True
sell_in,B,all,나,W,ar,6276,s1,True
sell_in,B,all,나,W,hw,6297,s1,True
sell_in,B,all,라,W,arma,4939,s1,True
sell_in,B,all,라,W,arima,5066,s1,True
sell_in,B,all,라,W,ses,5397,s1,True
sell_in,B,all,라,W,hw,5622,s1,True
sell_in,B,all,라,W,ar,5972,s1,True
sell_in,B,all,all,W,arima,10498,s1,True
sell_in,B,all,all,W,arma,10525,s1,True
sell_in,B,all,all,W,ses,10842,s1,True
sell_in,B,all,all,W,hw,11827,s1,True
sell_in,B,all,all,W,ar,11860,s1,True
sell_in,C,g1,나,W,ses,2288,s1,True
sell_in,C,g1,나,W,hw,2582,s1,True
sell_in,C,g1,나,W,ar,3213,s1,True
sell_in,C,g1,나,W,arma,4027,s1,True
sell_in,C,g1,나,W,arima,4090,s1,True
sell_in,C,g3,마,W,ar,60508,s1,True
sell_in,C,g3,마,W,ses,62870,s1,True
sell_in,C,g3,마,W,arima,63410,s1,True
sell_in,C,g3,마,W,arma,64205,s1,True
sell_in,C,g3,마,W,hw,67429,s1,True
sell_in,C,all,나,W,ses,2288,s1,True
sell_in,C,all,나,W,hw,2582,s1,True
sell_in,C,all,나,W,ar,3213,s1,True
sell_in,C,all,나,W,arma,4027,s1,True
sell_in,C,all,나,W,arima,4090,s1,True
sell_in,C,all,마,W,ar,60508,s1,True
sell_in,C,all,마,W,ses,62870,s1,True
sell_in,C,all,마,W,arima,63410,s1,True
sell_in,C,all,마,W,arma,64205,s1,True
sell_in,C,all,마,W,hw,67429,s1,True
sell_in,C,all,all,W,ar,60802,s1,True
sell_in,C,all,all,W,ses,63174,s1,True
sell_in,C,all,all,W,arima,64494,s1,True
sell_in,C,all,all,W,arma,65918,s1,True
sell_in,C,all,all,W,hw,67925,s1,True
sell_in,all,g1,가,W,arma,14399,s1,True
sell_in,all,g1,가,W,arima,14430,s1,True
sell_in,all,g1,가,W,ar,14463,s1,True
sell_in,all,g1,가,W,ses,14968,s1,True
sell_in,all,g1,가,W,hw,17032,s1,True
sell_in,all,g1,나,W,ses,6536,s1,True
sell_in,all,g1,나,W,hw,6842,s1,True
sell_in,all,g1,나,W,ar,8543,s1,True
sell_in,all,g1,나,W,arma,8848,s1,True
sell_in,all,g1,나,W,arima,8950,s1,True
sell_in,all,g1,all,W,ses,17976,s1,True
